# Goxel 0.10.4			--- Brain from https://free3d.com/3d-model/brain-18357.html ---
# One line per voxel
# X Y Z RRGGBB
-7 -14 13 ffffff
-5 -14 13 ffffff
-4 -14 13 fefefe
-3 -14 13 fefefe
-2 -14 13 ffffff
-1 -14 13 ffffff
-15 -13 13 fefefe
-11 -13 13 fefefe
-10 -13 13 ffffff
-9 -13 13 fefefe
-8 -13 13 ffffff
-7 -13 13 ffffff
-5 -13 13 ffffff
-4 -13 13 ffffff
-3 -13 13 ffffff
-2 -13 13 ffffff
-1 -13 13 fefefe
-15 -12 13 ffffff
-11 -12 13 ffffff
-10 -12 13 fefefe
-9 -12 13 ffffff
-8 -12 13 fefefe
-7 -12 13 ffffff
-5 -12 13 ffffff
-4 -12 13 fefefe
-3 -12 13 fefefe
-2 -12 13 ffffff
-1 -12 13 fefefe
-16 -11 13 ffffff
-15 -11 13 fefefe
-14 -11 13 fefefe
-13 -11 13 fefefe
-12 -11 13 ffffff
-11 -11 13 fefefe
-10 -11 13 ffffff
-8 -11 13 ffffff
-7 -11 13 fefefe
-6 -11 13 ffffff
-5 -11 13 ffffff
-4 -11 13 ffffff
-3 -11 13 ffffff
-2 -11 13 ffffff
-1 -11 13 ffffff
-16 -10 13 ffffff
-15 -10 13 ffffff
-14 -10 13 ffffff
-13 -10 13 ffffff
-12 -10 13 fefefe
-11 -10 13 ffffff
-8 -10 13 ffffff
-7 -10 13 ffffff
-6 -10 13 ffffff
-5 -10 13 ffffff
-4 -10 13 ffffff
-3 -10 13 ffffff
-16 -9 13 ffffff
-14 -9 13 ffffff
-13 -9 13 fefefe
-12 -9 13 ffffff
-11 -9 13 ffffff
-8 -9 13 ffffff
-7 -9 13 ffffff
-6 -9 13 ffffff
-5 -9 13 ffffff
-4 -9 13 ffffff
-3 -9 13 ffffff
-16 -8 13 ffffff
-15 -8 13 fefefe
-14 -8 13 ffffff
-13 -8 13 ffffff
-12 -8 13 ffffff
-11 -8 13 ffffff
-8 -8 13 ffffff
-7 -8 13 ffffff
-6 -8 13 ffffff
-5 -8 13 ffffff
-4 -8 13 ffffff
-3 -8 13 ffffff
-16 -7 13 ffffff
-15 -7 13 ffffff
-14 -7 13 ffffff
-13 -7 13 ffffff
-12 -7 13 ffffff
-8 -7 13 ffffff
-7 -7 13 ffffff
-6 -7 13 ffffff
-5 -7 13 ffffff
-4 -7 13 ffffff
-3 -7 13 ffffff
-16 -6 13 fefefe
-15 -6 13 ffffff
-14 -6 13 fefefe
-13 -6 13 ffffff
-12 -6 13 ffffff
-7 -6 13 fefefe
-6 -6 13 ffffff
-5 -6 13 ffffff
-4 -6 13 ffffff
-16 -5 13 ffffff
-15 -5 13 ffffff
-14 -5 13 ffffff
-13 -5 13 fefefe
-12 -5 13 ffffff
-8 -5 13 ffffff
-7 -5 13 ffffff
-6 -5 13 ffffff
-5 -5 13 ffffff
-4 -5 13 ffffff
-3 -5 13 ffffff
-16 -4 13 ffffff
-15 -4 13 ffffff
-14 -4 13 ffffff
-13 -4 13 fefefe
-12 -4 13 ffffff
-8 -4 13 ffffff
-7 -4 13 ffffff
-6 -4 13 fefefe
-5 -4 13 ffffff
-4 -4 13 fefefe
-3 -4 13 ffffff
-2 -4 13 ffffff
-16 -3 13 ffffff
-15 -3 13 ffffff
-14 -3 13 fefefe
-13 -3 13 ffffff
-12 -3 13 ffffff
-9 -3 13 ffffff
-8 -3 13 fefefe
-7 -3 13 fefefe
-6 -3 13 ffffff
-5 -3 13 ffffff
-4 -3 13 ffffff
-3 -3 13 fefefe
-2 -3 13 ffffff
-1 -3 13 ffffff
-16 -2 13 ffffff
-15 -2 13 ffffff
-14 -2 13 ffffff
-13 -2 13 ffffff
-12 -2 13 ffffff
-11 -2 13 ffffff
-10 -2 13 fefefe
-9 -2 13 ffffff
-8 -2 13 ffffff
-7 -2 13 ffffff
-6 -2 13 ffffff
-5 -2 13 ffffff
-4 -2 13 ffffff
-3 -2 13 ffffff
-2 -2 13 ffffff
-1 -2 13 ffffff
-16 -1 13 ffffff
-15 -1 13 ffffff
-12 -1 13 ffffff
-11 -1 13 ffffff
-10 -1 13 ffffff
-9 -1 13 ffffff
-8 -1 13 ffffff
-5 -1 13 ffffff
-3 -1 13 ffffff
-2 -1 13 ffffff
-1 -1 13 ffffff
-14 -16 14 ffffff
-7 -16 14 fefefe
-6 -16 14 ffffff
-5 -16 14 fefefe
-4 -16 14 ffffff
-14 -15 14 ffffff
-11 -15 14 ffffff
-9 -15 14 ffffff
-8 -15 14 fefefe
-7 -15 14 ffffff
-6 -15 14 ffffff
-5 -15 14 fefefe
-4 -15 14 ffffff
-1 -15 14 ffffff
-15 -14 14 fefefe
-11 -14 14 ffffff
-10 -14 14 ffffff
-9 -14 14 ffffff
-8 -14 14 ffffff
-7 -14 14 ffffff
-5 -14 14 ffffff
-4 -14 14 ffffff
-3 -14 14 fefefe
-2 -14 14 ffffff
-1 -14 14 ffffff
-15 -13 14 ffffff
-11 -13 14 ffffff
-10 -13 14 ffffff
-9 -13 14 ffffff
-8 -13 14 ffffff
-7 -13 14 ffffff
-5 -13 14 fefefe
-4 -13 14 ffffff
-3 -13 14 fefefe
-2 -13 14 ffffff
-1 -13 14 ffffff
-15 -12 14 ffffff
-11 -12 14 fefefe
-10 -12 14 fefefe
-9 -12 14 ffffff
-8 -12 14 ffffff
-7 -12 14 fefefe
-5 -12 14 ffffff
-4 -12 14 ffffff
-3 -12 14 ffffff
-2 -12 14 ffffff
-1 -12 14 ffffff
-16 -11 14 ffffff
-15 -11 14 ffffff
-12 -11 14 ffffff
-11 -11 14 ffffff
-10 -11 14 fefefe
-9 -11 14 fefefe
-8 -11 14 ffffff
-7 -11 14 ffffff
-6 -11 14 ffffff
-5 -11 14 ffffff
-4 -11 14 ffffff
-3 -11 14 fefefe
-2 -11 14 ffffff
-1 -11 14 ffffff
-16 -10 14 ffffff
-15 -10 14 ffffff
-12 -10 14 fefefe
-11 -10 14 ffffff
-8 -10 14 ffffff
-7 -10 14 ffffff
-6 -10 14 fefefe
-5 -10 14 ffffff
-4 -10 14 ffffff
-3 -10 14 ffffff
-1 -10 14 fefefe
-16 -9 14 ffffff
-15 -9 14 ffffff
-12 -9 14 ffffff
-11 -9 14 ffffff
-8 -9 14 fefefe
-7 -9 14 fefefe
-6 -9 14 ffffff
-5 -9 14 ffffff
-4 -9 14 fefefe
-3 -9 14 fefefe
-16 -8 14 ffffff
-12 -8 14 ffffff
-11 -8 14 ffffff
-8 -8 14 ffffff
-7 -8 14 ffffff
-6 -8 14 ffffff
-5 -8 14 ffffff
-4 -8 14 ffffff
-3 -8 14 ffffff
-16 -7 14 fefefe
-12 -7 14 fefefe
-11 -7 14 ffffff
-8 -7 14 ffffff
-7 -7 14 ffffff
-6 -7 14 ffffff
-5 -7 14 ffffff
-4 -7 14 fefefe
-3 -7 14 fefefe
-16 -6 14 fefefe
-12 -6 14 fefefe
-11 -6 14 ffffff
-8 -6 14 ffffff
-7 -6 14 ffffff
-6 -6 14 fefefe
-5 -6 14 ffffff
-4 -6 14 ffffff
-3 -6 14 ffffff
-16 -5 14 ffffff
-15 -5 14 ffffff
-12 -5 14 fefefe
-11 -5 14 ffffff
-8 -5 14 ffffff
-7 -5 14 fefefe
-6 -5 14 ffffff
-5 -5 14 ffffff
-4 -5 14 ffffff
-3 -5 14 ffffff
-2 -5 14 ffffff
-16 -4 14 fefefe
-15 -4 14 ffffff
-12 -4 14 fefefe
-11 -4 14 ffffff
-8 -4 14 ffffff
-7 -4 14 ffffff
-6 -4 14 fefefe
-5 -4 14 fefefe
-4 -4 14 fefefe
-3 -4 14 fefefe
-2 -4 14 fefefe
-16 -3 14 ffffff
-15 -3 14 fefefe
-12 -3 14 ffffff
-11 -3 14 ffffff
-9 -3 14 ffffff
-8 -3 14 ffffff
-7 -3 14 ffffff
-6 -3 14 ffffff
-5 -3 14 ffffff
-4 -3 14 ffffff
-3 -3 14 ffffff
-2 -3 14 ffffff
-1 -3 14 fefefe
-16 -2 14 ffffff
-15 -2 14 ffffff
-12 -2 14 ffffff
-11 -2 14 ffffff
-10 -2 14 ffffff
-9 -2 14 ffffff
-8 -2 14 fefefe
-7 -2 14 ffffff
-5 -2 14 fefefe
-3 -2 14 fefefe
-2 -2 14 ffffff
-1 -2 14 ffffff
-16 -1 14 ffffff
-12 -1 14 ffffff
-11 -1 14 ffffff
-10 -1 14 ffffff
-9 -1 14 ffffff
-8 -1 14 ffffff
-5 -1 14 ffffff
-4 -1 14 ffffff
-2 -1 14 ffffff
-1 -1 14 ffffff
-14 -16 15 ffffff
-13 -16 15 fefefe
-7 -16 15 ffffff
-6 -16 15 ffffff
-5 -16 15 ffffff
-4 -16 15 ffffff
-14 -15 15 ffffff
-13 -15 15 ffffff
-7 -15 15 fefefe
-6 -15 15 fefefe
-5 -15 15 ffffff
-4 -15 15 fefefe
-15 -14 15 ffffff
-14 -14 15 ffffff
-11 -14 15 ffffff
-10 -14 15 ffffff
-9 -14 15 ffffff
-8 -14 15 ffffff
-5 -14 15 ffffff
-4 -14 15 fefefe
-15 -13 15 fefefe
-11 -13 15 ffffff
-10 -13 15 ffffff
-9 -13 15 ffffff
-8 -13 15 ffffff
-5 -13 15 ffffff
-4 -13 15 fefefe
-15 -12 15 ffffff
-11 -12 15 ffffff
-10 -12 15 ffffff
-9 -12 15 ffffff
-8 -12 15 ffffff
-7 -12 15 ffffff
-6 -12 15 ffffff
-5 -12 15 ffffff
-4 -12 15 fefefe
-3 -12 15 ffffff
-2 -12 15 ffffff
-1 -12 15 ffffff
-15 -11 15 fefefe
-11 -11 15 fefefe
-10 -11 15 ffffff
-9 -11 15 ffffff
-8 -11 15 ffffff
-7 -11 15 ffffff
-6 -11 15 ffffff
-5 -11 15 fefefe
-4 -11 15 ffffff
-3 -11 15 fefefe
-2 -11 15 ffffff
-1 -11 15 ffffff
-16 -10 15 ffffff
-15 -10 15 ffffff
-11 -10 15 ffffff
-10 -10 15 ffffff
-9 -10 15 fefefe
-8 -10 15 ffffff
-7 -10 15 ffffff
-6 -10 15 ffffff
-5 -10 15 ffffff
-4 -10 15 ffffff
-3 -10 15 ffffff
-2 -10 15 ffffff
-1 -10 15 ffffff
-16 -9 15 ffffff
-15 -9 15 ffffff
-11 -9 15 ffffff
-10 -9 15 ffffff
-8 -9 15 ffffff
-7 -9 15 ffffff
-6 -9 15 ffffff
-5 -9 15 ffffff
-4 -9 15 ffffff
-3 -9 15 ffffff
-2 -9 15 ffffff
-1 -9 15 ffffff
-16 -8 15 ffffff
-15 -8 15 ffffff
-11 -8 15 ffffff
-10 -8 15 fefefe
-8 -8 15 ffffff
-7 -8 15 ffffff
-6 -8 15 ffffff
-5 -8 15 ffffff
-4 -8 15 ffffff
-3 -8 15 ffffff
-2 -8 15 ffffff
-1 -8 15 ffffff
-16 -7 15 fefefe
-11 -7 15 ffffff
-8 -7 15 ffffff
-7 -7 15 ffffff
-6 -7 15 ffffff
-5 -7 15 ffffff
-4 -7 15 ffffff
-3 -7 15 ffffff
-2 -7 15 fefefe
-16 -6 15 ffffff
-11 -6 15 ffffff
-8 -6 15 fefefe
-7 -6 15 fefefe
-5 -6 15 fefefe
-4 -6 15 fefefe
-3 -6 15 ffffff
-2 -6 15 ffffff
-16 -5 15 ffffff
-12 -5 15 ffffff
-11 -5 15 fefefe
-9 -5 15 ffffff
-8 -5 15 ffffff
-7 -5 15 ffffff
-5 -5 15 ffffff
-3 -5 15 ffffff
-2 -5 15 ffffff
-1 -5 15 ffffff
-16 -4 15 ffffff
-11 -4 15 ffffff
-10 -4 15 ffffff
-9 -4 15 ffffff
-8 -4 15 fefefe
-7 -4 15 ffffff
-5 -4 15 ffffff
-4 -4 15 fefefe
-3 -4 15 ffffff
-2 -4 15 ffffff
-1 -4 15 ffffff
-16 -3 15 ffffff
-11 -3 15 ffffff
-10 -3 15 ffffff
-9 -3 15 ffffff
-8 -3 15 ffffff
-5 -3 15 ffffff
-4 -3 15 fefefe
-3 -3 15 ffffff
-2 -3 15 fefefe
-1 -3 15 fefefe
-16 -2 15 ffffff
-11 -2 15 ffffff
-10 -2 15 ffffff
-9 -2 15 ffffff
-8 -2 15 ffffff
-7 -2 15 ffffff
-6 -2 15 ffffff
-5 -2 15 ffffff
-4 -2 15 ffffff
-2 -2 15 ffffff
-1 -2 15 fefefe
-16 -1 15 fefefe
-11 -1 15 ffffff
-10 -1 15 fefefe
-9 -1 15 fefefe
-8 -1 15 ffffff
-7 -1 15 ffffff
-6 -1 15 fefefe
-5 -1 15 ffffff
-4 -1 15 ffffff
-16 0 16 fefefe
-15 0 16 ffffff
-7 0 16 fefefe
-6 0 16 ffffff
-5 0 16 ffffff
-4 0 16 ffffff
-16 1 16 ffffff
-15 1 16 fefefe
-7 1 16 ffffff
-6 1 16 ffffff
-5 1 16 ffffff
-4 1 16 ffffff
-16 2 16 ffffff
-15 2 16 ffffff
-7 2 16 fefefe
-6 2 16 ffffff
-5 2 16 ffffff
-4 2 16 ffffff
-16 3 16 ffffff
-15 3 16 ffffff
-5 3 16 ffffff
-4 3 16 ffffff
-15 4 16 ffffff
-14 4 16 ffffff
-13 4 16 ffffff
-5 4 16 fefefe
-4 4 16 ffffff
-15 5 16 fefefe
-14 5 16 ffffff
-13 5 16 ffffff
-12 5 16 ffffff
-11 5 16 fefefe
-5 5 16 ffffff
-4 5 16 fefefe
-11 6 16 ffffff
-10 6 16 fefefe
-9 6 16 ffffff
-7 6 16 ffffff
-6 6 16 ffffff
-4 6 16 fefefe
-2 6 16 ffffff
-1 6 16 ffffff
-11 7 16 ffffff
-10 7 16 ffffff
-9 7 16 ffffff
-8 7 16 ffffff
-7 7 16 ffffff
-6 7 16 ffffff
-5 7 16 ffffff
-4 7 16 ffffff
-3 7 16 ffffff
-2 7 16 ffffff
-1 7 16 fefefe
-11 8 16 ffffff
-10 8 16 ffffff
-9 8 16 fefefe
-8 8 16 ffffff
-7 8 16 fefefe
-2 8 16 ffffff
-1 8 16 ffffff
-16 0 17 ffffff
-15 0 17 ffffff
-7 0 17 ffffff
-6 0 17 ffffff
-5 0 17 ffffff
-4 0 17 ffffff
-16 1 17 ffffff
-15 1 17 ffffff
-7 1 17 ffffff
-6 1 17 ffffff
-5 1 17 ffffff
-4 1 17 ffffff
-15 2 17 ffffff
-14 2 17 ffffff
-7 2 17 ffffff
-6 2 17 fefefe
-5 2 17 ffffff
-4 2 17 ffffff
-15 3 17 ffffff
-14 3 17 fefefe
-13 3 17 ffffff
-12 3 17 ffffff
-5 3 17 ffffff
-4 3 17 ffffff
-15 4 17 fefefe
-14 4 17 ffffff
-13 4 17 ffffff
-12 4 17 ffffff
-11 4 17 fefefe
-6 4 17 fefefe
-5 4 17 ffffff
-4 4 17 ffffff
-1 4 17 ffffff
-15 5 17 ffffff
-14 5 17 ffffff
-13 5 17 fefefe
-12 5 17 ffffff
-11 5 17 ffffff
-10 5 17 ffffff
-9 5 17 ffffff
-5 5 17 ffffff
-4 5 17 ffffff
-2 5 17 ffffff
-1 5 17 ffffff
-9 6 17 ffffff
-8 6 17 ffffff
-7 6 17 ffffff
-6 6 17 ffffff
-3 6 17 ffffff
-2 6 17 ffffff
-1 6 17 fefefe
-11 7 17 ffffff
-10 7 17 ffffff
-9 7 17 ffffff
-8 7 17 ffffff
-7 7 17 ffffff
-6 7 17 fefefe
-5 7 17 ffffff
-4 7 17 ffffff
-3 7 17 ffffff
-2 7 17 fefefe
-1 7 17 ffffff
-15 0 18 ffffff
-7 0 18 fefefe
-6 0 18 ffffff
-5 0 18 ffffff
-4 0 18 ffffff
-15 1 18 fefefe
-7 1 18 ffffff
-6 1 18 ffffff
-5 1 18 fefefe
-4 1 18 ffffff
-15 2 18 ffffff
-14 2 18 ffffff
-13 2 18 ffffff
-7 2 18 ffffff
-6 2 18 ffffff
-5 2 18 ffffff
-4 2 18 ffffff
-15 3 18 ffffff
-14 3 18 ffffff
-13 3 18 ffffff
-12 3 18 fefefe
-11 3 18 ffffff
-10 3 18 fefefe
-9 3 18 ffffff
-7 3 18 ffffff
-6 3 18 ffffff
-5 3 18 ffffff
-4 3 18 fefefe
-1 3 18 ffffff
-14 4 18 ffffff
-12 4 18 ffffff
-11 4 18 ffffff
-10 4 18 ffffff
-9 4 18 fefefe
-6 4 18 ffffff
-5 4 18 ffffff
-4 4 18 ffffff
-2 4 18 fefefe
-1 4 18 fefefe
-12 5 18 ffffff
-11 5 18 ffffff
-10 5 18 ffffff
-9 5 18 ffffff
-8 5 18 ffffff
-5 5 18 ffffff
-4 5 18 ffffff
-3 5 18 ffffff
-2 5 18 fefefe
-1 5 18 ffffff
-9 6 18 ffffff
-8 6 18 fefefe
-7 6 18 fefefe
-6 6 18 ffffff
-5 6 18 ffffff
-4 6 18 fefefe
-3 6 18 fefefe
-2 6 18 ffffff
-8 7 18 ffffff
-7 7 18 fefefe
-6 7 18 ffffff
-5 7 18 ffffff
-4 7 18 fefefe
-3 7 18 ffffff
-15 0 19 ffffff
-14 0 19 ffffff
-12 0 19 ffffff
-7 0 19 ffffff
-6 0 19 fefefe
-5 0 19 fefefe
-4 0 19 fefefe
-15 1 19 ffffff
-14 1 19 ffffff
-13 1 19 ffffff
-12 1 19 ffffff
-11 1 19 ffffff
-7 1 19 ffffff
-6 1 19 fefefe
-5 1 19 ffffff
-15 2 19 fefefe
-14 2 19 ffffff
-13 2 19 ffffff
-12 2 19 ffffff
-11 2 19 fefefe
-10 2 19 ffffff
-7 2 19 fefefe
-6 2 19 ffffff
-5 2 19 ffffff
-4 2 19 ffffff
-1 2 19 fefefe
-14 3 19 ffffff
-13 3 19 fefefe
-12 3 19 ffffff
-11 3 19 ffffff
-10 3 19 ffffff
-9 3 19 fefefe
-5 3 19 fefefe
-4 3 19 ffffff
-2 3 19 ffffff
-1 3 19 ffffff
-12 4 19 fefefe
-11 4 19 fefefe
-10 4 19 ffffff
-9 4 19 ffffff
-8 4 19 fefefe
-7 4 19 ffffff
-6 4 19 ffffff
-5 4 19 ffffff
-4 4 19 ffffff
-3 4 19 fefefe
-2 4 19 ffffff
-1 4 19 fefefe
-9 5 19 ffffff
-8 5 19 ffffff
-7 5 19 ffffff
-6 5 19 ffffff
-5 5 19 ffffff
-4 5 19 fefefe
-3 5 19 ffffff
-2 5 19 ffffff
-1 5 19 ffffff
-7 6 19 fefefe
-6 6 19 ffffff
-15 0 20 ffffff
-14 0 20 ffffff
-13 0 20 ffffff
-12 0 20 ffffff
-11 0 20 ffffff
-7 0 20 fefefe
-6 0 20 ffffff
-5 0 20 fefefe
-4 0 20 ffffff
-14 1 20 fefefe
-13 1 20 fefefe
-12 1 20 ffffff
-11 1 20 fefefe
-5 1 20 fefefe
-4 1 20 ffffff
-1 1 20 ffffff
-14 2 20 ffffff
-13 2 20 ffffff
-12 2 20 ffffff
-11 2 20 ffffff
-10 2 20 ffffff
-9 2 20 ffffff
-5 2 20 ffffff
-4 2 20 ffffff
-2 2 20 ffffff
-1 2 20 ffffff
-11 3 20 fefefe
-10 3 20 ffffff
-9 3 20 ffffff
-8 3 20 ffffff
-7 3 20 ffffff
-6 3 20 fefefe
-5 3 20 ffffff
-4 3 20 ffffff
-3 3 20 fefefe
-2 3 20 ffffff
-1 3 20 fefefe
-9 4 20 fefefe
-8 4 20 ffffff
-7 4 20 fefefe
-6 4 20 ffffff
-5 4 20 ffffff
-4 4 20 ffffff
-3 4 20 fefefe
-2 4 20 ffffff
-1 4 20 ffffff
-8 5 20 fefefe
-7 5 20 ffffff
-6 5 20 ffffff
-5 5 20 ffffff
-4 5 20 ffffff
-3 5 20 ffffff
-12 0 21 ffffff
-11 0 21 ffffff
-10 0 21 ffffff
-9 0 21 ffffff
-8 0 21 ffffff
-7 0 21 fefefe
-6 0 21 ffffff
-5 0 21 fefefe
-4 0 21 ffffff
-3 0 21 ffffff
-2 0 21 ffffff
-1 0 21 ffffff
-11 1 21 ffffff
-10 1 21 fefefe
-9 1 21 fefefe
-8 1 21 ffffff
-6 1 21 ffffff
-5 1 21 ffffff
-4 1 21 ffffff
-3 1 21 ffffff
-2 1 21 ffffff
-1 1 21 ffffff
-11 2 21 ffffff
-10 2 21 ffffff
-9 2 21 ffffff
-8 2 21 fefefe
-7 2 21 ffffff
-6 2 21 fefefe
-5 2 21 ffffff
-4 2 21 ffffff
-3 2 21 ffffff
-2 2 21 fefefe
-1 2 21 ffffff
-9 3 21 ffffff
-8 3 21 ffffff
-7 3 21 ffffff
-6 3 21 ffffff
-5 3 21 ffffff
-4 3 21 ffffff
-3 3 21 fefefe
-2 3 21 ffffff
-8 4 21 ffffff
-7 4 21 fefefe
-6 4 21 fefefe
-5 4 21 ffffff
-4 4 21 ffffff
-3 4 21 fefefe
-11 0 22 ffffff
-10 0 22 fefefe
-9 0 22 ffffff
-8 0 22 ffffff
-7 0 22 ffffff
-6 0 22 ffffff
-5 0 22 ffffff
-4 0 22 ffffff
-3 0 22 ffffff
-2 0 22 ffffff
-9 1 22 ffffff
-8 1 22 fefefe
-7 1 22 fefefe
-6 1 22 ffffff
-5 1 22 fefefe
-4 1 22 ffffff
-3 1 22 ffffff
-2 1 22 ffffff
-8 2 22 ffffff
-7 2 22 ffffff
-6 2 22 ffffff
-5 2 22 fefefe
-4 2 22 ffffff
-3 2 22 fefefe
-8 3 22 fefefe
-7 3 22 ffffff
-8 0 23 fefefe
-7 0 23 fefefe
-6 0 23 ffffff
-5 0 23 ffffff
-8 1 23 ffffff
-7 1 23 ffffff
2 -16 16 fefefe
3 -16 16 ffffff
2 -15 16 ffffff
3 -15 16 ffffff
2 -14 16 fefefe
3 -14 16 ffffff
4 -14 16 ffffff
2 -13 16 ffffff
3 -13 16 ffffff
4 -13 16 fefefe
3 -12 16 fefefe
4 -12 16 fefefe
5 -12 16 fefefe
0 -11 16 ffffff
3 -11 16 ffffff
4 -11 16 fefefe
5 -11 16 ffffff
0 -10 16 ffffff
4 -10 16 ffffff
5 -10 16 ffffff
0 -9 16 ffffff
4 -9 16 ffffff
5 -9 16 ffffff
0 -8 16 ffffff
4 -8 16 ffffff
5 -8 16 ffffff
6 -8 16 ffffff
0 -7 16 fefefe
5 -7 16 fefefe
6 -7 16 fefefe
0 -6 16 ffffff
5 -6 16 fefefe
6 -6 16 ffffff
0 -5 16 ffffff
5 -5 16 fefefe
6 -5 16 ffffff
0 -4 16 ffffff
5 -4 16 ffffff
6 -4 16 ffffff
7 -4 16 ffffff
0 -3 16 ffffff
6 -3 16 fefefe
7 -3 16 ffffff
5 -2 16 fefefe
6 -2 16 fefefe
7 -2 16 ffffff
5 -1 16 fefefe
6 -1 16 ffffff
7 -1 16 ffffff
0 -16 17 ffffff
1 -16 17 fefefe
2 -16 17 fefefe
1 -15 17 ffffff
2 -15 17 ffffff
3 -15 17 ffffff
2 -14 17 fefefe
3 -14 17 ffffff
2 -13 17 ffffff
3 -13 17 ffffff
2 -12 17 ffffff
3 -12 17 fefefe
2 -11 17 ffffff
3 -11 17 ffffff
4 -11 17 ffffff
3 -10 17 ffffff
4 -10 17 ffffff
5 -10 17 ffffff
3 -9 17 fefefe
4 -9 17 fefefe
5 -9 17 ffffff
3 -8 17 ffffff
4 -8 17 ffffff
5 -8 17 ffffff
4 -7 17 fefefe
5 -7 17 ffffff
4 -6 17 ffffff
5 -6 17 ffffff
4 -5 17 ffffff
5 -5 17 ffffff
4 -4 17 ffffff
5 -4 17 fefefe
6 -4 17 ffffff
5 -3 17 ffffff
6 -3 17 ffffff
5 -2 17 ffffff
6 -2 17 fefefe
5 -1 17 ffffff
6 -1 17 ffffff
0 -16 18 ffffff
1 -16 18 ffffff
2 -16 18 ffffff
0 -15 18 ffffff
1 -15 18 ffffff
2 -15 18 ffffff
1 -14 18 ffffff
2 -14 18 ffffff
3 -14 18 ffffff
2 -13 18 fefefe
3 -13 18 ffffff
2 -12 18 fefefe
3 -12 18 ffffff
2 -11 18 fefefe
3 -11 18 fefefe
4 -11 18 ffffff
2 -10 18 ffffff
3 -10 18 fefefe
4 -10 18 ffffff
2 -9 18 ffffff
3 -9 18 ffffff
4 -9 18 ffffff
2 -8 18 ffffff
3 -8 18 ffffff
4 -8 18 ffffff
2 -7 18 ffffff
3 -7 18 fefefe
4 -7 18 fefefe
5 -7 18 ffffff
3 -6 18 ffffff
4 -6 18 ffffff
5 -6 18 ffffff
3 -5 18 ffffff
4 -5 18 ffffff
3 -4 18 fefefe
4 -4 18 ffffff
5 -4 18 ffffff
3 -3 18 ffffff
4 -3 18 fefefe
5 -3 18 ffffff
4 -2 18 ffffff
5 -2 18 ffffff
4 -1 18 ffffff
5 -1 18 fefefe
0 -16 19 ffffff
0 -15 19 ffffff
1 -15 19 fefefe
0 -14 19 ffffff
1 -14 19 ffffff
2 -14 19 ffffff
0 -13 19 ffffff
1 -13 19 ffffff
2 -13 19 ffffff
0 -12 19 ffffff
1 -12 19 ffffff
2 -12 19 ffffff
0 -11 19 ffffff
1 -11 19 ffffff
2 -11 19 fefefe
3 -11 19 ffffff
0 -10 19 fefefe
1 -10 19 ffffff
2 -10 19 ffffff
3 -10 19 ffffff
1 -9 19 ffffff
2 -9 19 ffffff
3 -9 19 ffffff
1 -8 19 ffffff
2 -8 19 ffffff
3 -8 19 ffffff
1 -7 19 ffffff
2 -7 19 ffffff
3 -7 19 fefefe
4 -7 19 ffffff
2 -6 19 ffffff
3 -6 19 ffffff
4 -6 19 ffffff
2 -5 19 fefefe
3 -5 19 ffffff
4 -5 19 ffffff
2 -4 19 ffffff
3 -4 19 ffffff
4 -4 19 ffffff
1 -3 19 ffffff
2 -3 19 ffffff
3 -3 19 ffffff
4 -3 19 ffffff
5 -3 19 ffffff
3 -2 19 ffffff
4 -2 19 fefefe
5 -2 19 ffffff
2 -1 19 ffffff
3 -1 19 ffffff
4 -1 19 fefefe
5 -1 19 ffffff
0 -14 20 ffffff
1 -14 20 ffffff
0 -13 20 ffffff
1 -13 20 ffffff
0 -12 20 ffffff
1 -12 20 ffffff
0 -11 20 ffffff
1 -11 20 ffffff
2 -11 20 ffffff
0 -10 20 ffffff
1 -10 20 ffffff
2 -10 20 ffffff
0 -9 20 ffffff
1 -9 20 fefefe
2 -9 20 ffffff
0 -8 20 fefefe
1 -8 20 ffffff
2 -8 20 ffffff
3 -8 20 ffffff
0 -7 20 ffffff
1 -7 20 ffffff
2 -7 20 fefefe
0 -6 20 fefefe
1 -6 20 ffffff
2 -6 20 ffffff
0 -5 20 ffffff
1 -5 20 ffffff
2 -5 20 ffffff
3 -5 20 fefefe
1 -4 20 ffffff
2 -4 20 ffffff
3 -4 20 fefefe
0 -3 20 ffffff
1 -3 20 ffffff
2 -3 20 ffffff
3 -3 20 ffffff
1 -2 20 fefefe
2 -2 20 ffffff
3 -2 20 ffffff
4 -2 20 fefefe
1 -1 20 fefefe
2 -1 20 fefefe
3 -1 20 ffffff
4 -1 20 fefefe
0 -14 21 fefefe
0 -13 21 fefefe
0 -12 21 ffffff
0 -11 21 ffffff
0 -10 21 ffffff
0 -9 21 ffffff
1 -9 21 ffffff
0 -8 21 ffffff
1 -8 21 ffffff
0 -7 21 ffffff
1 -7 21 ffffff
0 -6 21 ffffff
1 -6 21 ffffff
0 -5 21 fefefe
1 -5 21 ffffff
0 -4 21 ffffff
1 -4 21 ffffff
2 -4 21 fefefe
0 -3 21 ffffff
1 -3 21 ffffff
2 -3 21 ffffff
0 -2 21 ffffff
1 -2 21 ffffff
2 -2 21 ffffff
0 -1 21 ffffff
1 -1 21 ffffff
2 -1 21 ffffff
0 -8 22 ffffff
0 -7 22 ffffff
0 -6 22 ffffff
0 -5 22 ffffff
0 -4 22 ffffff
0 -3 22 ffffff
-14 -16 16 ffffff
-13 -16 16 fefefe
