# Goxel 0.10.4			--- Brain from https://free3d.com/3d-model/brain-18357.html ---
# One line per voxel
# X Y Z RRGGBB
-4 -9 7 fefefe
-3 -9 7 ffffff
-1 -9 7 fefefe
-16 -8 7 ffffff
-15 -8 7 ffffff
-11 -8 7 ffffff
-10 -8 7 ffffff
-9 -8 7 ffffff
-8 -8 7 ffffff
-7 -8 7 ffffff
-6 -8 7 ffffff
-5 -8 7 ffffff
-4 -8 7 ffffff
-3 -8 7 ffffff
-2 -8 7 ffffff
-1 -8 7 ffffff
-16 -7 7 ffffff
-11 -7 7 ffffff
-8 -7 7 ffffff
-7 -7 7 ffffff
-6 -7 7 ffffff
-5 -7 7 ffffff
-4 -7 7 ffffff
-3 -7 7 ffffff
-2 -7 7 fefefe
-16 -6 7 ffffff
-11 -6 7 ffffff
-8 -6 7 fefefe
-7 -6 7 ffffff
-6 -6 7 fefefe
-5 -6 7 fefefe
-4 -6 7 fefefe
-3 -6 7 ffffff
-2 -6 7 fefefe
-16 -5 7 ffffff
-15 -5 7 ffffff
-12 -5 7 ffffff
-11 -5 7 ffffff
-10 -5 7 ffffff
-9 -5 7 ffffff
-8 -5 7 ffffff
-7 -5 7 ffffff
-6 -5 7 ffffff
-5 -5 7 fefefe
-4 -5 7 fefefe
-3 -5 7 ffffff
-2 -5 7 ffffff
-16 -4 7 ffffff
-15 -4 7 ffffff
-12 -4 7 fefefe
-11 -4 7 ffffff
-10 -4 7 ffffff
-9 -4 7 ffffff
-8 -4 7 fefefe
-7 -4 7 ffffff
-6 -4 7 ffffff
-5 -4 7 ffffff
-3 -4 7 fefefe
-2 -4 7 ffffff
-1 -4 7 ffffff
-16 -3 7 ffffff
-15 -3 7 ffffff
-12 -3 7 ffffff
-11 -3 7 ffffff
-10 -3 7 ffffff
-9 -3 7 ffffff
-8 -3 7 fefefe
-7 -3 7 fefefe
-6 -3 7 ffffff
-5 -3 7 fefefe
-4 -3 7 ffffff
-3 -3 7 ffffff
-2 -3 7 fefefe
-1 -3 7 ffffff
-16 -2 7 ffffff
-15 -2 7 ffffff
-12 -2 7 fefefe
-11 -2 7 ffffff
-10 -2 7 ffffff
-9 -2 7 fefefe
-8 -2 7 ffffff
-7 -2 7 ffffff
-6 -2 7 ffffff
-5 -2 7 ffffff
-4 -2 7 ffffff
-3 -2 7 ffffff
-2 -2 7 ffffff
-1 -2 7 ffffff
-16 -1 7 ffffff
-15 -1 7 fefefe
-12 -1 7 ffffff
-11 -1 7 ffffff
-10 -1 7 ffffff
-9 -1 7 fefefe
-8 -1 7 fefefe
-7 -1 7 ffffff
-6 -1 7 fefefe
-5 -1 7 ffffff
-4 -1 7 ffffff
-3 -1 7 ffffff
-2 -1 7 ffffff
-1 -1 7 ffffff
-8 -16 8 fefefe
-5 -16 8 ffffff
-4 -16 8 ffffff
-3 -16 8 ffffff
-2 -16 8 ffffff
-1 -16 8 fefefe
-14 -15 8 ffffff
-13 -15 8 ffffff
-12 -15 8 ffffff
-11 -15 8 ffffff
-10 -15 8 ffffff
-9 -15 8 ffffff
-8 -15 8 ffffff
-6 -15 8 ffffff
-5 -15 8 fefefe
-4 -15 8 ffffff
-3 -15 8 fefefe
-2 -15 8 ffffff
-1 -15 8 fefefe
-15 -14 8 ffffff
-14 -14 8 ffffff
-13 -14 8 fefefe
-12 -14 8 ffffff
-11 -14 8 ffffff
-10 -14 8 ffffff
-9 -14 8 ffffff
-8 -14 8 ffffff
-6 -14 8 ffffff
-5 -14 8 ffffff
-4 -14 8 ffffff
-2 -14 8 ffffff
-1 -14 8 ffffff
-15 -13 8 ffffff
-13 -13 8 fefefe
-12 -13 8 ffffff
-11 -13 8 ffffff
-10 -13 8 fefefe
-9 -13 8 ffffff
-8 -13 8 ffffff
-5 -13 8 ffffff
-4 -13 8 fefefe
-2 -13 8 fefefe
-1 -13 8 ffffff
-15 -12 8 ffffff
-12 -12 8 fefefe
-11 -12 8 ffffff
-10 -12 8 ffffff
-9 -12 8 fefefe
-8 -12 8 fefefe
-5 -12 8 ffffff
-4 -12 8 ffffff
-3 -12 8 ffffff
-2 -12 8 fefefe
-1 -12 8 ffffff
-16 -11 8 ffffff
-15 -11 8 ffffff
-12 -11 8 ffffff
-11 -11 8 ffffff
-10 -11 8 ffffff
-9 -11 8 ffffff
-8 -11 8 ffffff
-7 -11 8 ffffff
-6 -11 8 ffffff
-5 -11 8 ffffff
-4 -11 8 ffffff
-3 -11 8 ffffff
-2 -11 8 ffffff
-1 -11 8 ffffff
-16 -10 8 ffffff
-15 -10 8 fefefe
-12 -10 8 ffffff
-11 -10 8 ffffff
-10 -10 8 fefefe
-9 -10 8 ffffff
-8 -10 8 ffffff
-7 -10 8 fefefe
-6 -10 8 ffffff
-5 -10 8 ffffff
-4 -10 8 ffffff
-3 -10 8 ffffff
-2 -10 8 fefefe
-1 -10 8 ffffff
-16 -9 8 ffffff
-15 -9 8 fefefe
-12 -9 8 ffffff
-11 -9 8 ffffff
-10 -9 8 ffffff
-9 -9 8 ffffff
-8 -9 8 ffffff
-7 -9 8 ffffff
-6 -9 8 ffffff
-5 -9 8 ffffff
-4 -9 8 ffffff
-3 -9 8 ffffff
-2 -9 8 ffffff
-1 -9 8 ffffff
-16 -8 8 ffffff
-15 -8 8 ffffff
-14 -8 8 fefefe
-13 -8 8 ffffff
-12 -8 8 ffffff
-11 -8 8 ffffff
-10 -8 8 ffffff
-9 -8 8 ffffff
-8 -8 8 ffffff
-7 -8 8 ffffff
-6 -8 8 fefefe
-5 -8 8 ffffff
-4 -8 8 fefefe
-3 -8 8 fefefe
-2 -8 8 ffffff
-1 -8 8 ffffff
-16 -7 8 fefefe
-14 -7 8 ffffff
-13 -7 8 fefefe
-12 -7 8 ffffff
-11 -7 8 ffffff
-10 -7 8 ffffff
-9 -7 8 ffffff
-8 -7 8 fefefe
-7 -7 8 ffffff
-6 -7 8 ffffff
-5 -7 8 ffffff
-4 -7 8 ffffff
-3 -7 8 ffffff
-2 -7 8 ffffff
-1 -7 8 ffffff
-16 -6 8 ffffff
-12 -6 8 ffffff
-11 -6 8 ffffff
-10 -6 8 ffffff
-9 -6 8 ffffff
-8 -6 8 ffffff
-7 -6 8 fefefe
-6 -6 8 ffffff
-5 -6 8 ffffff
-4 -6 8 ffffff
-3 -6 8 ffffff
-2 -6 8 ffffff
-1 -6 8 ffffff
-16 -5 8 ffffff
-12 -5 8 fefefe
-11 -5 8 ffffff
-10 -5 8 ffffff
-9 -5 8 ffffff
-8 -5 8 fefefe
-7 -5 8 ffffff
-5 -5 8 fefefe
-4 -5 8 ffffff
-3 -5 8 ffffff
-2 -5 8 ffffff
-1 -5 8 ffffff
-16 -4 8 ffffff
-12 -4 8 ffffff
-11 -4 8 fefefe
-9 -4 8 ffffff
-8 -4 8 ffffff
-7 -4 8 ffffff
-6 -4 8 ffffff
-5 -4 8 ffffff
-4 -4 8 ffffff
-3 -4 8 ffffff
-2 -4 8 ffffff
-1 -4 8 ffffff
-16 -3 8 ffffff
-12 -3 8 ffffff
-11 -3 8 ffffff
-10 -3 8 ffffff
-9 -3 8 fefefe
-8 -3 8 ffffff
-7 -3 8 ffffff
-6 -3 8 ffffff
-5 -3 8 ffffff
-4 -3 8 fefefe
-3 -3 8 ffffff
-2 -3 8 fefefe
-1 -3 8 ffffff
-16 -2 8 ffffff
-11 -2 8 fefefe
-10 -2 8 fefefe
-9 -2 8 ffffff
-8 -2 8 ffffff
-7 -2 8 ffffff
-6 -2 8 ffffff
-5 -2 8 ffffff
-4 -2 8 ffffff
-3 -2 8 ffffff
-2 -2 8 fefefe
-1 -2 8 ffffff
-16 -1 8 fefefe
-11 -1 8 ffffff
-10 -1 8 ffffff
-9 -1 8 ffffff
-8 -1 8 ffffff
-7 -1 8 ffffff
-6 -1 8 ffffff
-5 -1 8 fefefe
-4 -1 8 ffffff
-3 -1 8 ffffff
-2 -1 8 fefefe
-14 -16 9 ffffff
-13 -16 9 fefefe
-12 -16 9 fefefe
-11 -16 9 ffffff
-10 -16 9 ffffff
-9 -16 9 ffffff
-8 -16 9 fefefe
-5 -16 9 ffffff
-4 -16 9 fefefe
-1 -16 9 ffffff
-15 -15 9 ffffff
-14 -15 9 ffffff
-13 -15 9 fefefe
-12 -15 9 fefefe
-11 -15 9 ffffff
-10 -15 9 fefefe
-9 -15 9 ffffff
-8 -15 9 ffffff
-6 -15 9 fefefe
-5 -15 9 fefefe
-4 -15 9 ffffff
-1 -15 9 ffffff
-15 -14 9 ffffff
-14 -14 9 ffffff
-13 -14 9 ffffff
-12 -14 9 ffffff
-11 -14 9 ffffff
-10 -14 9 ffffff
-9 -14 9 ffffff
-8 -14 9 ffffff
-6 -14 9 ffffff
-5 -14 9 ffffff
-4 -14 9 ffffff
-3 -14 9 fefefe
-2 -14 9 ffffff
-1 -14 9 ffffff
-15 -13 9 ffffff
-14 -13 9 ffffff
-13 -13 9 ffffff
-12 -13 9 ffffff
-11 -13 9 ffffff
-10 -13 9 ffffff
-9 -13 9 ffffff
-8 -13 9 ffffff
-5 -13 9 fefefe
-4 -13 9 ffffff
-3 -13 9 ffffff
-2 -13 9 ffffff
-1 -13 9 ffffff
-15 -12 9 ffffff
-14 -12 9 ffffff
-13 -12 9 ffffff
-12 -12 9 ffffff
-11 -12 9 ffffff
-10 -12 9 ffffff
-9 -12 9 ffffff
-8 -12 9 fefefe
-7 -12 9 ffffff
-5 -12 9 ffffff
-4 -12 9 ffffff
-3 -12 9 ffffff
-2 -12 9 ffffff
-1 -12 9 ffffff
-16 -11 9 ffffff
-15 -11 9 ffffff
-14 -11 9 ffffff
-13 -11 9 ffffff
-12 -11 9 ffffff
-11 -11 9 fefefe
-10 -11 9 ffffff
-9 -11 9 ffffff
-8 -11 9 ffffff
-7 -11 9 ffffff
-6 -11 9 ffffff
-5 -11 9 fefefe
-4 -11 9 fefefe
-3 -11 9 ffffff
-2 -11 9 ffffff
-1 -11 9 ffffff
-16 -10 9 ffffff
-14 -10 9 ffffff
-13 -10 9 fefefe
-12 -10 9 ffffff
-11 -10 9 ffffff
-10 -10 9 ffffff
-9 -10 9 ffffff
-8 -10 9 ffffff
-7 -10 9 ffffff
-4 -10 9 ffffff
-3 -10 9 ffffff
-2 -10 9 ffffff
-1 -10 9 ffffff
-16 -9 9 ffffff
-15 -9 9 ffffff
-14 -9 9 ffffff
-13 -9 9 fefefe
-12 -9 9 ffffff
-11 -9 9 ffffff
-10 -9 9 fefefe
-9 -9 9 ffffff
-8 -9 9 ffffff
-7 -9 9 ffffff
-6 -9 9 fefefe
-5 -9 9 ffffff
-4 -9 9 fefefe
-3 -9 9 ffffff
-2 -9 9 ffffff
-1 -9 9 ffffff
-16 -8 9 fefefe
-15 -8 9 fefefe
-14 -8 9 fefefe
-13 -8 9 ffffff
-12 -8 9 ffffff
-11 -8 9 fefefe
-10 -8 9 ffffff
-9 -8 9 ffffff
-8 -8 9 ffffff
-7 -8 9 ffffff
-6 -8 9 fefefe
-5 -8 9 ffffff
-4 -8 9 fefefe
-3 -8 9 ffffff
-2 -8 9 ffffff
-1 -8 9 ffffff
-16 -7 9 fefefe
-14 -7 9 ffffff
-13 -7 9 ffffff
-12 -7 9 ffffff
-11 -7 9 fefefe
-10 -7 9 ffffff
-9 -7 9 ffffff
-8 -7 9 ffffff
-7 -7 9 ffffff
-6 -7 9 ffffff
-5 -7 9 fefefe
-4 -7 9 fefefe
-3 -7 9 ffffff
-2 -7 9 ffffff
-1 -7 9 ffffff
-16 -6 9 ffffff
-14 -6 9 fefefe
-13 -6 9 ffffff
-12 -6 9 ffffff
-11 -6 9 ffffff
-10 -6 9 ffffff
-9 -6 9 ffffff
-8 -6 9 ffffff
-7 -6 9 ffffff
-6 -6 9 fefefe
-5 -6 9 ffffff
-4 -6 9 ffffff
-2 -6 9 ffffff
-1 -6 9 fefefe
-16 -5 9 ffffff
-14 -5 9 ffffff
-13 -5 9 ffffff
-12 -5 9 ffffff
-11 -5 9 ffffff
-10 -5 9 fefefe
-9 -5 9 ffffff
-8 -5 9 ffffff
-7 -5 9 ffffff
-6 -5 9 ffffff
-5 -5 9 ffffff
-4 -5 9 ffffff
-2 -5 9 ffffff
-1 -5 9 ffffff
-16 -4 9 ffffff
-14 -4 9 ffffff
-13 -4 9 fefefe
-12 -4 9 ffffff
-11 -4 9 ffffff
-10 -4 9 fefefe
-9 -4 9 fefefe
-8 -4 9 ffffff
-7 -4 9 ffffff
-6 -4 9 ffffff
-5 -4 9 ffffff
-4 -4 9 ffffff
-2 -4 9 ffffff
-1 -4 9 ffffff
-16 -3 9 ffffff
-14 -3 9 ffffff
-13 -3 9 ffffff
-12 -3 9 ffffff
-11 -3 9 fefefe
-10 -3 9 ffffff
-9 -3 9 ffffff
-8 -3 9 fefefe
-7 -3 9 fefefe
-6 -3 9 ffffff
-5 -3 9 ffffff
-4 -3 9 ffffff
-3 -3 9 ffffff
-2 -3 9 ffffff
-1 -3 9 ffffff
-16 -2 9 fefefe
-12 -2 9 ffffff
-11 -2 9 ffffff
-10 -2 9 ffffff
-9 -2 9 fefefe
-8 -2 9 ffffff
-7 -2 9 fefefe
-6 -2 9 ffffff
-5 -2 9 ffffff
-4 -2 9 ffffff
-3 -2 9 ffffff
-2 -2 9 fefefe
-1 -2 9 ffffff
-16 -1 9 ffffff
-11 -1 9 ffffff
-8 -1 9 ffffff
-7 -1 9 ffffff
-6 -1 9 ffffff
-5 -1 9 ffffff
-4 -1 9 fefefe
-3 -1 9 ffffff
-2 -1 9 fefefe
-1 -1 9 fefefe
-15 -16 10 ffffff
-14 -16 10 ffffff
-12 -16 10 ffffff
-11 -16 10 ffffff
-10 -16 10 fefefe
-9 -16 10 ffffff
-5 -16 10 ffffff
-15 -15 10 ffffff
-14 -15 10 fefefe
-11 -15 10 fefefe
-10 -15 10 ffffff
-9 -15 10 fefefe
-5 -15 10 ffffff
-4 -15 10 ffffff
-1 -15 10 ffffff
-15 -14 10 ffffff
-14 -14 10 ffffff
-13 -14 10 ffffff
-12 -14 10 ffffff
-11 -14 10 ffffff
-10 -14 10 ffffff
-9 -14 10 fefefe
-8 -14 10 ffffff
-5 -14 10 ffffff
-4 -14 10 ffffff
-3 -14 10 ffffff
-2 -14 10 ffffff
-1 -14 10 ffffff
-15 -13 10 ffffff
-14 -13 10 ffffff
-13 -13 10 ffffff
-12 -13 10 ffffff
-11 -13 10 ffffff
-10 -13 10 ffffff
-9 -13 10 ffffff
-8 -13 10 fefefe
-7 -13 10 ffffff
-5 -13 10 ffffff
-4 -13 10 ffffff
-3 -13 10 ffffff
-2 -13 10 fefefe
-1 -13 10 fefefe
-15 -12 10 ffffff
-14 -12 10 ffffff
-13 -12 10 fefefe
-12 -12 10 ffffff
-11 -12 10 ffffff
-10 -12 10 ffffff
-9 -12 10 ffffff
-8 -12 10 ffffff
-7 -12 10 ffffff
-5 -12 10 ffffff
-4 -12 10 fefefe
-3 -12 10 fefefe
-2 -12 10 ffffff
-1 -12 10 ffffff
-16 -11 10 fefefe
-15 -11 10 fefefe
-14 -11 10 ffffff
-13 -11 10 fefefe
-12 -11 10 fefefe
-11 -11 10 ffffff
-9 -11 10 ffffff
-8 -11 10 fefefe
-7 -11 10 fefefe
-6 -11 10 ffffff
-5 -11 10 ffffff
-4 -11 10 fefefe
-3 -11 10 ffffff
-2 -11 10 ffffff
-1 -11 10 ffffff
-16 -10 10 ffffff
-14 -10 10 fefefe
-13 -10 10 ffffff
-12 -10 10 fefefe
-11 -10 10 ffffff
-8 -10 10 ffffff
-7 -10 10 ffffff
-6 -10 10 ffffff
-5 -10 10 ffffff
-4 -10 10 fefefe
-16 -9 10 ffffff
-14 -9 10 ffffff
-13 -9 10 ffffff
-12 -9 10 ffffff
-11 -9 10 ffffff
-8 -9 10 ffffff
-7 -9 10 ffffff
-6 -9 10 ffffff
-5 -9 10 ffffff
-4 -9 10 fefefe
-16 -8 10 ffffff
-14 -8 10 ffffff
-13 -8 10 ffffff
-12 -8 10 ffffff
-7 -8 10 ffffff
-6 -8 10 ffffff
-5 -8 10 fefefe
-4 -8 10 fefefe
-14 -7 10 ffffff
-13 -7 10 ffffff
-12 -7 10 fefefe
-11 -7 10 ffffff
-10 -7 10 ffffff
-9 -7 10 ffffff
-7 -7 10 ffffff
-6 -7 10 fefefe
-5 -7 10 ffffff
-4 -7 10 ffffff
-2 -7 10 ffffff
-1 -7 10 ffffff
-16 -6 10 fefefe
-14 -6 10 ffffff
-13 -6 10 ffffff
-12 -6 10 fefefe
-11 -6 10 ffffff
-10 -6 10 ffffff
-9 -6 10 ffffff
-7 -6 10 ffffff
-6 -6 10 ffffff
-5 -6 10 ffffff
-4 -6 10 ffffff
-1 -6 10 ffffff
-16 -5 10 ffffff
-14 -5 10 ffffff
-12 -5 10 ffffff
-11 -5 10 fefefe
-10 -5 10 fefefe
-9 -5 10 ffffff
-7 -5 10 fefefe
-6 -5 10 fefefe
-5 -5 10 ffffff
-4 -5 10 ffffff
-1 -5 10 ffffff
-16 -4 10 ffffff
-14 -4 10 fefefe
-13 -4 10 ffffff
-12 -4 10 ffffff
-11 -4 10 ffffff
-10 -4 10 ffffff
-9 -4 10 ffffff
-8 -4 10 fefefe
-7 -4 10 ffffff
-6 -4 10 fefefe
-5 -4 10 fefefe
-4 -4 10 ffffff
-3 -4 10 ffffff
-2 -4 10 ffffff
-1 -4 10 ffffff
-16 -3 10 ffffff
-14 -3 10 ffffff
-13 -3 10 fefefe
-12 -3 10 fefefe
-11 -3 10 ffffff
-10 -3 10 ffffff
-9 -3 10 ffffff
-8 -3 10 ffffff
-7 -3 10 ffffff
-6 -3 10 ffffff
-5 -3 10 ffffff
-4 -3 10 ffffff
-3 -3 10 fefefe
-2 -3 10 fefefe
-1 -3 10 ffffff
-16 -2 10 ffffff
-14 -2 10 ffffff
-13 -2 10 ffffff
-12 -2 10 ffffff
-11 -2 10 ffffff
-10 -2 10 ffffff
-9 -2 10 ffffff
-8 -2 10 ffffff
-7 -2 10 fefefe
-5 -2 10 fefefe
-4 -2 10 ffffff
-3 -2 10 ffffff
-2 -2 10 ffffff
-1 -2 10 ffffff
-16 -1 10 fefefe
-14 -1 10 ffffff
-13 -1 10 ffffff
-12 -1 10 ffffff
-11 -1 10 fefefe
-10 -1 10 fefefe
-9 -1 10 fefefe
-8 -1 10 fefefe
-7 -1 10 ffffff
-5 -1 10 fefefe
-4 -1 10 ffffff
-3 -1 10 fefefe
-2 -1 10 fefefe
-1 -1 10 ffffff
-15 -16 11 ffffff
-14 -16 11 ffffff
-5 -16 11 fefefe
-4 -16 11 fefefe
-14 -15 11 ffffff
-11 -15 11 fefefe
-10 -15 11 ffffff
-9 -15 11 ffffff
-8 -15 11 ffffff
-7 -15 11 fefefe
-6 -15 11 ffffff
-5 -15 11 ffffff
-4 -15 11 fefefe
-3 -15 11 fefefe
-2 -15 11 ffffff
-1 -15 11 ffffff
-15 -14 11 ffffff
-14 -14 11 ffffff
-13 -14 11 ffffff
-12 -14 11 ffffff
-11 -14 11 ffffff
-10 -14 11 ffffff
-9 -14 11 fefefe
-8 -14 11 ffffff
-7 -14 11 ffffff
-6 -14 11 ffffff
-5 -14 11 ffffff
-4 -14 11 ffffff
-3 -14 11 ffffff
-2 -14 11 ffffff
-1 -14 11 fefefe
-14 -13 11 ffffff
-13 -13 11 ffffff
-12 -13 11 ffffff
-11 -13 11 ffffff
-10 -13 11 ffffff
-9 -13 11 ffffff
-8 -13 11 ffffff
-7 -13 11 ffffff
-5 -13 11 ffffff
-4 -13 11 ffffff
-3 -13 11 ffffff
-2 -13 11 ffffff
-1 -13 11 fefefe
-15 -12 11 ffffff
-14 -12 11 ffffff
-13 -12 11 ffffff
-12 -12 11 ffffff
-11 -12 11 ffffff
-10 -12 11 ffffff
-9 -12 11 ffffff
-8 -12 11 ffffff
-7 -12 11 fefefe
-5 -12 11 ffffff
-4 -12 11 ffffff
-3 -12 11 ffffff
-2 -12 11 ffffff
-1 -12 11 ffffff
-16 -11 11 ffffff
-15 -11 11 ffffff
-14 -11 11 ffffff
-13 -11 11 ffffff
-12 -11 11 ffffff
-11 -11 11 ffffff
-8 -11 11 ffffff
-7 -11 11 fefefe
-6 -11 11 ffffff
-5 -11 11 ffffff
-4 -11 11 ffffff
-3 -11 11 ffffff
-16 -10 11 ffffff
-15 -10 11 ffffff
-14 -10 11 ffffff
-13 -10 11 ffffff
-12 -10 11 ffffff
-8 -10 11 ffffff
-7 -10 11 ffffff
-6 -10 11 fefefe
-5 -10 11 ffffff
-4 -10 11 ffffff
-3 -10 11 ffffff
-16 -9 11 ffffff
-15 -9 11 ffffff
-14 -9 11 ffffff
-13 -9 11 ffffff
-12 -9 11 ffffff
-11 -9 11 ffffff
-7 -9 11 ffffff
-6 -9 11 ffffff
-5 -9 11 ffffff
-16 -8 11 ffffff
-15 -8 11 ffffff
-14 -8 11 ffffff
-13 -8 11 ffffff
-12 -8 11 ffffff
-11 -8 11 ffffff
-7 -8 11 ffffff
-6 -8 11 ffffff
-5 -8 11 fefefe
-4 -8 11 ffffff
-15 -7 11 ffffff
-14 -7 11 ffffff
-13 -7 11 fefefe
-12 -7 11 fefefe
-7 -7 11 ffffff
-6 -7 11 ffffff
-5 -7 11 fefefe
-4 -7 11 ffffff
-14 -6 11 ffffff
-13 -6 11 fefefe
-12 -6 11 ffffff
-7 -6 11 ffffff
-6 -6 11 fefefe
-5 -6 11 fefefe
-4 -6 11 ffffff
-14 -5 11 ffffff
-13 -5 11 ffffff
-12 -5 11 ffffff
-7 -5 11 ffffff
-6 -5 11 fefefe
-5 -5 11 ffffff
-4 -5 11 fefefe
-14 -4 11 fefefe
-13 -4 11 ffffff
-12 -4 11 ffffff
-8 -4 11 ffffff
-7 -4 11 ffffff
-6 -4 11 ffffff
-5 -4 11 ffffff
-4 -4 11 ffffff
-14 -3 11 ffffff
-13 -3 11 ffffff
-12 -3 11 ffffff
-11 -3 11 ffffff
-8 -3 11 ffffff
-7 -3 11 ffffff
-6 -3 11 ffffff
-5 -3 11 ffffff
-4 -3 11 ffffff
-3 -3 11 ffffff
-2 -3 11 ffffff
-14 -2 11 ffffff
-13 -2 11 ffffff
-12 -2 11 ffffff
-11 -2 11 ffffff
-10 -2 11 ffffff
-9 -2 11 ffffff
-8 -2 11 ffffff
-7 -2 11 fefefe
-6 -2 11 ffffff
-5 -2 11 ffffff
-4 -2 11 ffffff
-3 -2 11 fefefe
-2 -2 11 ffffff
-1 -2 11 ffffff
-14 -1 11 ffffff
-13 -1 11 ffffff
-12 -1 11 ffffff
-11 -1 11 ffffff
-10 -1 11 fefefe
-9 -1 11 ffffff
-8 -1 11 ffffff
-7 -1 11 ffffff
-6 -1 11 fefefe
-5 -1 11 fefefe
-4 -1 11 ffffff
-3 -1 11 fefefe
-2 -1 11 ffffff
-1 -1 11 ffffff
-14 -16 12 ffffff
-5 -16 12 ffffff
-4 -16 12 ffffff
-15 -15 12 fefefe
-11 -15 12 ffffff
-10 -15 12 ffffff
-9 -15 12 fefefe
-8 -15 12 ffffff
-7 -15 12 ffffff
-6 -15 12 fefefe
-5 -15 12 ffffff
-4 -15 12 ffffff
-3 -15 12 fefefe
-2 -15 12 ffffff
-1 -15 12 ffffff
-15 -14 12 ffffff
-11 -14 12 ffffff
-10 -14 12 fefefe
-9 -14 12 ffffff
-8 -14 12 ffffff
-7 -14 12 fefefe
-6 -14 12 fefefe
-5 -14 12 fefefe
-4 -14 12 ffffff
-3 -14 12 ffffff
-2 -14 12 ffffff
-1 -14 12 ffffff
-15 -13 12 ffffff
-12 -13 12 fefefe
-11 -13 12 ffffff
-10 -13 12 ffffff
-9 -13 12 ffffff
-8 -13 12 fefefe
-7 -13 12 ffffff
-5 -13 12 fefefe
-4 -13 12 ffffff
-3 -13 12 ffffff
-2 -13 12 ffffff
-1 -13 12 ffffff
-15 -12 12 ffffff
-12 -12 12 ffffff
-11 -12 12 ffffff
-8 -12 12 ffffff
-7 -12 12 ffffff
-5 -12 12 ffffff
-4 -12 12 ffffff
-3 -12 12 ffffff
-2 -12 12 ffffff
-16 -11 12 fefefe
-15 -11 12 ffffff
-14 -11 12 ffffff
-13 -11 12 ffffff
-12 -11 12 fefefe
-11 -11 12 ffffff
-8 -11 12 ffffff
-7 -11 12 fefefe
-6 -11 12 fefefe
-5 -11 12 ffffff
-4 -11 12 fefefe
-3 -11 12 ffffff
-16 -10 12 ffffff
-15 -10 12 ffffff
-14 -10 12 ffffff
-13 -10 12 ffffff
-12 -10 12 ffffff
-11 -10 12 ffffff
-8 -10 12 fefefe
-7 -10 12 ffffff
-6 -10 12 ffffff
-5 -10 12 ffffff
-4 -10 12 ffffff
-3 -10 12 ffffff
-16 -9 12 ffffff
-15 -9 12 fefefe
-14 -9 12 ffffff
-13 -9 12 ffffff
-12 -9 12 fefefe
-11 -9 12 ffffff
-8 -9 12 ffffff
-7 -9 12 ffffff
-6 -9 12 ffffff
-5 -9 12 fefefe
-4 -9 12 ffffff
-3 -9 12 ffffff
-16 -8 12 ffffff
-15 -8 12 ffffff
-14 -8 12 ffffff
-13 -8 12 ffffff
-12 -8 12 fefefe
-11 -8 12 ffffff
-8 -8 12 ffffff
-7 -8 12 ffffff
-6 -8 12 ffffff
-5 -8 12 ffffff
-4 -8 12 ffffff
-16 -7 12 fefefe
-15 -7 12 ffffff
-14 -7 12 ffffff
-13 -7 12 ffffff
-12 -7 12 ffffff
-7 -7 12 ffffff
-6 -7 12 fefefe
-5 -7 12 ffffff
-4 -7 12 ffffff
-16 -6 12 fefefe
-15 -6 12 fefefe
-14 -6 12 ffffff
-13 -6 12 ffffff
-12 -6 12 ffffff
-7 -6 12 ffffff
-6 -6 12 fefefe
-5 -6 12 ffffff
-4 -6 12 ffffff
-16 -5 12 fefefe
-15 -5 12 ffffff
-14 -5 12 ffffff
-13 -5 12 fefefe
-12 -5 12 ffffff
-7 -5 12 ffffff
-5 -5 12 ffffff
-4 -5 12 ffffff
-15 -4 12 fefefe
-14 -4 12 ffffff
-13 -4 12 ffffff
-12 -4 12 ffffff
-8 -4 12 ffffff
-7 -4 12 ffffff
-5 -4 12 ffffff
-4 -4 12 ffffff
-15 -3 12 ffffff
-14 -3 12 ffffff
-13 -3 12 ffffff
-12 -3 12 ffffff
-9 -3 12 ffffff
-8 -3 12 ffffff
-7 -3 12 ffffff
-6 -3 12 ffffff
-5 -3 12 ffffff
-4 -3 12 ffffff
-3 -3 12 ffffff
-2 -3 12 ffffff
-1 -3 12 ffffff
-16 -2 12 ffffff
-15 -2 12 ffffff
-14 -2 12 ffffff
-13 -2 12 ffffff
-12 -2 12 fefefe
-11 -2 12 ffffff
-10 -2 12 ffffff
-9 -2 12 fefefe
-8 -2 12 fefefe
-7 -2 12 ffffff
-6 -2 12 ffffff
-5 -2 12 ffffff
-4 -2 12 ffffff
-3 -2 12 ffffff
-2 -2 12 ffffff
-1 -2 12 ffffff
-16 -1 12 fefefe
-15 -1 12 ffffff
-14 -1 12 ffffff
-13 -1 12 fefefe
-12 -1 12 fefefe
-11 -1 12 ffffff
-9 -1 12 ffffff
-8 -1 12 ffffff
-5 -1 12 ffffff
-3 -1 12 ffffff
-2 -1 12 ffffff
-1 -1 12 ffffff
-14 -16 13 ffffff
-5 -16 13 ffffff
-4 -16 13 ffffff
-15 -15 13 ffffff
-14 -15 13 fefefe
-11 -15 13 ffffff
-9 -15 13 ffffff
-8 -15 13 ffffff
-7 -15 13 ffffff
-6 -15 13 fefefe
-5 -15 13 fefefe
-4 -15 13 ffffff
-3 -15 13 ffffff
-2 -15 13 ffffff
-1 -15 13 fefefe
-15 -14 13 ffffff
-11 -14 13 fefefe
-10 -14 13 ffffff
-9 -14 13 ffffff
-8 -14 13 ffffff
